18:00|"I haven't been to church in over a year.<br/>""Finally worried about your soul?""<br/>""Please,"" Cork said<br/>""Of course we can talk. When?""<br/>""Tomorrow. Late afternoon maybe. Say five o'clock?""<br/>""Make it <b>six</b>,"" the priest suggested. ""My office.""<br/>""I'll be there,"" Cork promised."|Iron Lake|William Kent Krueger
18:00|Would a minute have mattered? No, probably not, although his young son appeared to have a very accurate internal clock. Possibly even two minutes would be okay. Three minutes, even. You could go to five minutes, perhaps. But that was just it. If you could go for five minutes, then you’d go to ten, then half an hour, a couple of hours…and not see your son all evening. So that was that. <b>Six o’clock</b>, prompt. Every day. Read to young Sam. No excuses. He’d promised himself that. No excuses. No excuses at all. Once you had a good excuse, you opened the door to bad excuses.|Thud!|Terry Pratchett
18:00|“When did you say you were returning to Amsterdam?”<br/>“You know exactly when, because I told you: tomorrow morning.”<br/>“Can you get back earlier?”<br/>“I could. There’s a KLM flight at four forty-five p.m. today that would get me into Amsterdam just before <b>six</b>.”|The Nameless Ones|John Connolly
18:00|Rick pulled into his driveway, his old Explorer coated in a hazy film of white salt. The winter night had rolled in quickly, the town bathed in darkness by <b>six p.m.</b> He asked Bill to grab his papers and a bit of weed.|Ohio|Stephen Markley
18:00|As <b>six o’clock</b> approached, Cryer strolled to the open door of the CAD room. Tom Penny, chewing his lip, was gazing hypnotically at the wall clock.|The Bill 3|John Burke
18:00|“It’s only <b>six o’clock</b>,” he observed with a yawn, and then, in a moment, he made an even more interesting discovery.|The Phantom Tollbooth|Norton Juster
18:00|"When is his tea-time? I inquired.<br/>""Oh, at <b>six o’clock</b>. He keeps early hours in the country. You had better change your frock now: I will go with you and fasten it. Here is a candle."""|Jane Eyre|Charlotte Brontë
18:00|“What about Nicholas?” Meryl asked as she handed the sheet back to me. I glanced down at the list; there was one space left, the last appointment of the day <b>six p.m.</b><br/>“I’ll pop him down there. Could someone let him know?”<br/>“I will,” Meryl said.<br/>I pencilled his name in with a question mark.|The Body Lies|Jo Baker
18:00|Dan lay awake until <b>six</b>. Then he dressed and once more made the trek to the Red Apple. This time he did not hesitate, only instead of extracting two bottles of Bird from the cooler, he took three. What was it they used to say? Go big or go home.|Doctor Sleep|Stephen King
18:00|Sometimes the manager would play the role of a customer and test them with questions. Then came the employees’ meal: waiters in this restaurant were not going to have growling stomachs as they took their customers’ order!<br/>The restaurant opened its doors at <b>six o’clock</b>, but guests were slow to arrive because of the downpour, and several reservations were simply canceled.|Blind Willow, Sleeping Woman|Haruki Murakami
18:00|But what was my original self? I couldn’t be sure anymore. I couldn’t help feeling that it was another me, another self that strongly resembled my original self. So now what was I to do? I had lost all sense of direction. I shoved my hand into my pocket and fed every piece of change I found there into a pay phone. Eight rings. Nine. And then she answered.<br/>“I was sleeping,” she said with a yawn.<br/>“At <b>six o’clock in the evening</b>?”|Blind Willow, Sleeping Woman|Haruki Murakami
18:00|Ursula invites me into the wardrobe. “You haven’t aged a day, Timbo, and neither has 𝘵𝘩𝘪𝘴 snaky fellow!” Her furry fawn rubs up against my Narnian-sized lamppost and mothballs . . . but then, as ever, I awoke, my swollen appendage as welcome as a swollen appendix, and as useful. <b>Six o’clock</b>. The heating systems composed works in the style of John Cage. Chillblains burned my toe knuckles. I thought about Christmases gone, so many more gone than lay ahead.|Cloud Atlas|David Mitchell
18:00|At <b>6:00 p.m.</b> I race home from work and attempt to make myself attractive. Home these days is a tiny bit insanely expensive studio apartment on North Dearborn; I am constantly banging parts of myself on inconvenient walls, countertops and furniture.|The Time Traveler’s Wife|Audrey Niffenegger
18:00|“Good-evening, Mr. James Windibank,” said Holmes. “I think that this typewritten letter is from you, in which you made an appointment with me for <b>six o’clock</b>?”|The Adventures of Sherlock Holmes|Sir Arthur Conan Doyle
18:00|Those who went farther than Chicago would gather in the old dim Union Station at <b>six o’clock</b> of a December evening, with a few Chicago friends, already caught up into their own holiday gayeties, to bid them a hasty good-by.|The Great Gatsby|F. Scott Fitzgerald
18:00|She sounded surprised, and possibly also disappointed. He said, “Listen, I can’t speak for long, so please concentrate on what I’m about to say. I want you to pack a week’s worth of clothes and get the garage to drive you and the children to your parents’ right away.”<br/>“But it’s <b>six o’clock</b>.”<br/>“They’ll still be open.”<br/>“Why do we have to go in such a rush? What’s happened?”<br/>“Nothing. Nothing yet, anyway. I just want to know you’re somewhere safe.”<br/>“It sounds rather panicky. I hate people who panic.”|Munich|Robert Harris
18:00|Lucinda Quant breaks the story of the big leak on the <b>six o’clock</b> news. She’s straightforward, she’s believable, and, best of all, she has extensive document trails and video footage. She tells the story about how she came by her treasure trove of dirt, though she doesn’t name names|The Heart Goes Last|Margaret Atwood
