05:00|At precisely <b>5 o’clock</b>, like every morning, hours before a single stirring would emerge from the rooms upstairs, Dora dragged herself from her bed and made her way down the hallway to the kitchen, where she put on a kettle and dropped a bag of Earl Grey in a mug.|When the Summer Was Ours|Roxanne Veletzos
05:00|“I just took all the pills in the bathroom cabinet,” she says. “Sixty-two aspirin with codeine, twenty-four Valiums. I thought you might like to say goodbye.”<br/>“That was stupid, Martha,” Nate says. “Did you really?”<br/>“Wait and see,” she says, laughing. “Wait till <b>five in the morning</b> when you get to inspect the body.”|Life Before Man|Margaret Atwood
05:00|Soft yellow light came through the side windows. It was morning: he had slept the whole night! He looked quickly at his watch: <b>5:00 A.M.</b> Still almost six hours to go before the boat had to be recalled.|Jurassic Park|Michael Crichton
05:00|Muldoon scowled. “The electrified fences were off?” <br/>“Yes.”<br/>“All of them? Since <b>five</b> this morning? For the last <b>five</b> hours?”<br/>“Yes.”|Jurassic Park|Michael Crichton
05:00|THE HAMMER BANGED reveille on the rail outside camp HQ at <b>five o’clock</b> as always. Time to get up. The ragged noise was muffled by ice two fingers thick on the windows and soon died away. Too cold for the warder to go on hammering.|One Day in the Life of Ivan Denosovich|Aleksandr Solzhenitsyn
05:00|According to Leon … the day after tomorrow. The attack is scheduled for the day after tomorrow at about <b>five o’clock in the morning</b>. His face was still in shadow.|A Trail Through Time|Jodi Taylor
05:00|Sixsmith,<br/>Sitting at my escritoire in my dressing gown. The church bell chimes <b>five</b>. Another thirsty dawn. My candle is burnt away. A tiring night turned inside out.|Cloud Atlas|David Mitchell
05:00|<b>Five o’clock</b> had hardly struck on the morning of the nineteenth of January, when Bessie brought a candle into my closet and found me already up and nearly dressed.|Jane Eyre|Charlotte Brontë
05:00|They had been up since <b>five o’clock</b> that morning, as the reader will remember; but bah! there is no such thing as fatigue on Sunday, said Favourite; on Sunday fatigue does not work.|Les Misérables|Victor Hugo
05:00|My grandfather Arthur once took me fishing. I was seven.<br/>I suppose he must have gone fishing frequently, although I never recall him bringing back any fish, nor indeed, any other fishing trips.<br/>He woke me up at <b>five</b>, before the sun was up.|The Comical Tragedy or Tragical Comedy of Mr. Punch|Neil Gaiman
05:00|Thursday morning. The day of. Billy gets up at <b>five</b>. He eats toast with a glass of water to wash it down. No coffee. No caffeine of any kind until the job is done. When he shoulders the 700 and looks through the Leupold scope, he wants his hands perfectly steady.|Billy Summers|Stephen King
05:00|Not even a yawn. I wasn’t remotely sleepy. I could tell my sense of balance was off—I nearly fell over when I tried to stand up, but I pushed through it and tidied up for a while, sliding the videocassettes into their cases and putting them back on the shelf. I thought some activity might tire me out. I took a Zyprexa and some more Ativan. I ate a handful of melatonin, chewing like a cow on cud. Nothing was working.<br/>So I called Trevor.<br/>“It’s <b>five in the morning</b>,” he said. He sounded irritated and foggy, but he’d answered.|My Year of Rest and Relaxation|Ottessa Moshfegh
05:00|Sixsmith,<br/>Shot myself through the roof of my mouth at <b>five A.M.</b> this morning with V.A.‘s Luger. But I saw you, my dear, dear fellow! How touched I am that you care so much! On the belfry’s lookout, yesterday, at sunset. Sheerest fluke you didn’t see me first.|Cloud Atlas|David Mitchell
05:00|I did Danièle’s math in my head. “If we start at ten, walk for four hours, rest for one, walk for another two, that’s seven hours in total. That will take us to <b>five in the morning</b>. Seven hours back, it won’t be noon until we resurface.”|The Catacombs|Jeremy Bates
