03:00|At <b>3:00 A.M.</b>, a gray DeSoto Diplomat cruised up and down Oliver Avenue. The lone occupant looked for any sign of movement---anything out of the ordinary.|Blue Springs|Peter Rennebohm
03:00|Worst of all was that Henrick used such pointed and mercilessly concrete examples. If he was preaching about mercy, he would describe the lot of the poor in such a way that the people could picture someone of the captain's many crofters leaving his home at <b>three o'clock in the morning</b> with a sack of grain on his back, how he slaved in the fields, how he often must go without the noon meal in order to get to the mill at last after thirteen hours of labor and after picking up his flour, return home through the woods, carrying his heavy load.|The Hammer of God|Bo Giertz
03:00|The scent and smoke and sweat of a casino are nauseating at <b>three in the morning</b>.|Casino Royale|Ian Fleming
03:00|Holly gets up at <b>three o’clock in the morning</b>. She’s packed, she’s printed out her Delta ticket, she doesn’t have to be at the airport until seven and it’s a short ride, but she can’t sleep anymore.|If It Bleeds|Stephen King
03:00|Who was that woman? She’d suspect, then be wrong. The shadowy presence laughed at her softly from the sleepless darkness of <b>3 a.m.</b>, then slid away. She couldn’t pin anything down.|Stone Mattress|Margaret Atwood
03:00|“What are you doing?” he asked.<br>“I thought it would be better if we locked the doors,” said Willa. “Just in case.”<br>“It’s <b>three o’clock in the morning</b>.”<br>“All the more reason for it.”<br>Markovic looked at her oddly before returning to the lounge.|The Nameless Ones|John Connolly
03:00|The American team had flown into Vienna on a Gulfstream jet from a regional airport in eastern Poland, where the CIA had maintained a base for rendition purposes since the start of the War on Terror. It was not, therefore, the unit’s first day at the office. They were already watching when, at <b>3 a.m.</b>, two cars rook up positions within sight of the main and rear doors of the hotel, the first of the vehicles having initially circles the block three times.|The Nameless Ones|John Connolly
03:00|Tony was hardened off early. This is what she calls it by now, ruefully, in her cellar, at <b>three a.m.</b>, with the shambles of Otto the Red’s clove army strewn on the sand-table behind her and West sleeping the sleep of the unjust upstairs, and Zenia raging unchecked, somewhere out there in the city.|The Robber Bride|Margaret Atwood
03:00|Hour after hour passed away, and the wearied Catherine had heard <b>three</b> proclaimed by all the clocks in the house before the tempest subsided or she unknowingly fell fast asleep.|Northanger Abbey|Jane Austen
03:00|“Uncle Nuri!” he says when he sees me moving. “You’ve been sleeping for such a long time.” The clock on the wall says <b>3 a.m.</b>|The Beekeeper of Aleppo|Christy Lefteri
03:00|Mindy Park stared at the ceiling. She had little else to do. The <b>three a.m.</b> shift was pretty dull. Only a constant stream of coffee kept her awake.|The Martian|Andy Weir
03:00|I found myself typing “serial killer” into the Google search box at <b>3 a.m.</b>|My Sister, the Serial Killer|Oyinkan Braithwaite
03:00|About <b>three o’clock</b> the four couples, frightened at their happiness, were sliding down the Russian mountains, a singular edifice which then occupied the heights of Beaujon, and whose undulating line was visible above the trees of the Champs Élysées.|Les Misérables|Victor Hugo
