09:30|Then with a tremor he broke the seal of the notice and began reading; he was a long while reading, before he understood. It was an ordinary summons from the district police-station to appear that day at <b>half-past nine</b> at the office of the district superintendent.|Crime and Punishment|Fyodor Dostoyevsky
09:30|We have three years of the past to discuss. Let that suffice until <b>half-past nine</b>, when we start upon the notable adventure of the empty house.|The Empty House|Sir Arthur Conan Doyle
09:30|Grant opened his eyes. Brilliant blue light was streaming into the building through the bars of the gate. Quartz light: the power was back on! Groggily, he looked at his watch. It was just <b>nine-thirty</b>. He’d been asleep only a couple of minutes.|Jurassic Park|Michael Crichton
09:30|“Strictly speaking—wait a second—strictly speaking, my last round of vomiting occurred on July 14, at <b>nine thirty in the morning</b> when I brought up my toast, tomato salad, and milk.”|Blind Willow, Sleeping Woman|Haruki Murakami
09:30|It was morning—<b>nine thirty A.M.</b>—and the sun threw small, golden dots on the water. When everything was calm, the lake looked like a dark-blue mirror cutting straight through the hills, and it seemed, if she were careful, she could walk out on it and not get wet.|Reprieve|James Han Mattson
09:30|The platform was deserted. He checked his watch. It was a good watch, a Rolex, given to him by his mother on his twenty-first birthday. With beautiful efficiency they had arrived at <b>9.30 a.m.</b> precisely. He wondered if the British delegation had taken off yet.|Munich|Robert Harris
09:30|At <b>nine-thirty</b> he was sitting on the edge of his bed looking at his watch. He put it to his ear. Then his lips drew back from his teeth in that curious wolf-like smile characteristic of the man. He said very softly:<br/>“I think the time has come to do something about this.”|And Then There Were None|Agatha Christie
09:30|He looked at his watch; it was <b>half-past nine</b>|A Watcher by the Dead|Ambrose Bierce
09:30|It was <b>nine-thirty</b>. In another ten minutes she would turn off the heat; then it would take a while for the water to cool. In the meantime there was nothing to do but wait. “Have you thought it through April?” Never undertake to do a thing until you’ve –“ But she needed no more advice and no more instruction. She was calm and quiet now with knowing what she had always known, what neither her parents not Aunt Claire not Frank nor anyone else had ever had to teach her: that if you wanted to do something absolutely honest, something true, it always turned out to be a thing that had to be done alone.|Revolutionary Road|Richard Yates
09:30|The body came in at <b>nine-thirty</b> this morning. One of Holding's men went to the house and collected it. There was nothing particularly unusual about the death. The man had had a fear of hospitals and had died at home, being cared for more than adequately by his devoted wife.|Trumpet|Jackie Kay
09:30|Up the welcomingly warm morning hill we trudge, side by each, bound finally for the Hall of Fame. It's <b>9.30</b>, and time is in fact a-wastin'.|Independence Day|Richard Ford
