14:00|“Where exactly? And when? We’ll need to be there.” <br/> “The square. On the steps of the old library.” She glanced to the clock above the pub. “<b>Two hours past midday</b>, I believe.”|From These Dark Depths|Vanessa Rasanen
14:00|An awful silence followed this remark, which was broken by Peter saying, “Giant Wimbleweather and the Bear and Centaur Glenstorm shall be our marshals. The combat will be at <b>two hours after noon</b>. Dinner at noon precisely.”|Prince Caspian|C.S. Lewis
14:00|There was a most friendly parting, and when she sailed, <b>two hours after noon</b>, all the Dufflepuds paddled out with her to the harbor mouth, and cheered until she was out of the sound of their cheering.|The Voyage of the Dawn Treader|C.S. Lewis
14:00|Mrs. Karlsson's eyes were big with surprise when at <b>two o'clock</b> she saw the pastor coming to dinner in this civilian elegance, which besides the suit and red tie, included colored socks and tan shoes. He offered no word of explanation. As usual, he carried under his arm a book with some unintelligible title, and from which he read the entire meal.|The Hammer of God|Bo Giertz
14:00|Jesiba didn’t bother answering, instead saying, “I’ve got a client coming in at <b>two o’clock</b>. Be ready. And stop letting Lehabah prattle. She has a job to do.” The line went dead.|House of Earth and Blood|Sarah J. Maas
14:00|At <b>two</b> that afternoon, Bryant Brown sat numbly in his chair beside his sleeping wife, wondering how he could tell her that their only child was dead, if it became necessary to do so.|The Tommyknockers|Stephen King
14:00|It’s only <b>two o’clock</b>. She left the office early, telling Dr. Van Vleet she felt she was coming down with something. Really it’s Nate who is coming down with something: he phones from his house, nasal, forlorn, he has to see her.|Life Before Man|Margaret Atwood
14:00|It’s a delusional painter who finishes a canvas at <b>two o’clock</b> and expects radical societal transformation by four. Even when artists write manifestos, they are (hopefully) aware that their exigent tone is, finally, borrowed, only echoing and mimicking the urgency of the guerrilla’s demands, or the activist’s protests, rather than truly enacting it. The people sometimes demand change. They almost never demand art.|Intimations|Zadie Smith
14:00|Things started to break up around <b>two in the afternoon</b>. We could have stayed for supper, could have stayed - if Mr Corcoran’s drunken invitations held true (Mrs Corcoran’s frosty smile behind his back informed us that they did not) indefinitely.|The Secret History|Donna Tartt
14:00|At <b>2 p.m.</b> on a weekday, the movie theater was almost deserted, but three people sat two rows back from Andi Steiner and her date. Two men, one quite old and one appearing on the edge of middle age (but appearances could be deceiving), flanked a woman of startling beauty. Her cheekbones were high, her eyes were gray, her complexion creamy. Her masses of black hair were tied back with a broad velvet ribbon.|Doctor Sleep|Stephen King
14:00|At <b>two</b> every afternoon, the mother and son would appear at the beach. The mother always wore a plain light-colored dress with a broad-brimmed straw hat. The son never wore a hat; he had on sunglasses instead. They’d sit in the shade below the palm trees, the breeze rustling around them, and stare off at the ocean, not really doing anything.|Blind Willow, Sleeping Woman|Haruki Murakami
14:00|“You can take a nap in my room,” she said. “It should be quiet down there. My relatives are over, but they won’t think you’re being rude or anything. We don’t have to be at the funeral home until <b>two</b>.”|My Year of Rest and Relaxation|Ottessa Moshfegh
14:00|We followed along the High Street at a reasonable distance, giggling, dodging past people, separating and coming together again. It must have been around <b>two o’clock</b> by then, and the pavement was busy with shoppers.|Never Let Me Go|Kazuo Ishiguro
14:00|The next few hours are shutter-snaps. Pictures like on her phone. She blinks and there’s a picture. Blinks again and there’s something else. She looks at her watch and it’s <b>2 p.m.</b>, looks a moment later and it’s half past. She couldn’t worry about anything if she tried. It’s good.|The Power|Naomi Alderman
14:00|At <b>two o’clock</b> the doctor begins to squirm around in his chair. The meetings are uncomfortable for the doctor unless he’s talking about his theory; he’d rather spend his time down in his office, drawing on graphs.|One Flew Over the Cuckoo’s Nest|Ken Kesey
14:00|He told her if he had any of his weekends free he’d ask her for a date, and she said she could come to visit in two weeks if he’d tell her what time, and Billy looked at McMurphy for an answer. McMurphy put his arms around both of their shoulders and said, “Let’s make it <b>two o’clock</b> on the nose.”|One Flew Over the Cuckoo’s Nest|Ken Kesey
