19:30|When the news was over, Anderson told Gardener she was going to bed. <br>“At <b>seven-thirty</b>?”<br>“I’m still bushed.” And she looked it.|The Tommyknockers|Stephen King
19:30|At <b>seven-thirty</b>, Chetta Reynolds blew into the examining room where the Stones and their ceaselessly screaming baby daughter had been stashed. The poet rumored to be on the short list for Presidential Medal of Freedom was dressed in straight-leg jeans and a BU sweatshirt with a hole in one elbow.|Doctor Sleep|Stephen King
19:30|I could see her eyeing the sweaty bottle of rosé. “Come out with me tonight, pretty please? My friend Jackie from Pilates is having a birthday party at a gay bar in the Village. I wasn’t going to go, but if you come with me it could be fun. It’s only <b>seven thirty</b>. And it’s Friday night. Let’s drink this and go out. The night is young!”<br>“I’m tired, Reva,” I said, peeling the wrapper off the cap of a bottle of NyQuil.|My Year of Rest and Relaxation|Ottessa Moshfegh
19:30|<b>Seven-thirty</b> back to the day room. The Big Nurse looks out through her special glass, always polished till you can’t tell it’s there, and nods at what she sees, reaches up and tears a sheet off her calendar one day closer to the goal.|One Flew Over the Cuckoo’s Nest|Ken Kesey
19:30|Everybody turns in his chair and watches that butter sneak on down the wall, starting, hanging still, shooting ahead and leaving a shiny trail behind it on the pane. Nobody says a word. They look at the butter, then at the clock, then back at the butter. The clock’s moving now.<br>The butter makes it down to the floor about a half minute before <b>seven-thirty</b>, and McMurphy gets back all the money he lost.|One Flew Over the Cuckoo’s Nest|Ken Kesey
19:30|"But now he was close - here was the house, here were the gates. Somewhere a clock beat a single chime. ""What, is it really <b>half-past seven</b>? That's impossible, it must be fast!"""|Crime and Punishment|Fyodor Dostoyevsky
19:30|On July 25th, 8:30 a.m. the bitch Novaya dies whelping. At 10 o'clock she is lowered into her cool grave, at <b>7:30</b> that same evening we see our first floes and greet them wishing they were the last.|The Terrors of Ice and Darkness|Christoph Ransmayr
19:30|The clock showed <b>half-past seven</b>. This was the twilight time. He would be there now. I pictured him in his old navy-blue sweater and peaked cap, walking soft-footed up the track towards the wood. He told me he wore the sweater because navy-blue barely showed up in the dark, black was even better, he said. The peaked cap was important too, he explained, because the peak casts a shadow over one's face.|Danny, the Champion of the World|Roald Dahl
19:30|The telephone call came at <b>7.30</b> on the evening of March 18th, a Saturday, the eve of the noisy, colourful festival that the town held in honour of Saint Joseph the carpenter -|A Simple Story|Leonardo Sciascia
19:30|At <b>half past seven</b> in the evening, and consequently after supping instead of before, as I should have preferred, he took twenty-five grains of the drug.|The Hasheesh Eater|Fitz Hugh Ludlow
